LABEL,NEWS
Health,Strapped down: Psychiatric patients are restrained at sky-high rates at this L.A. hospital
Health,Shasta County appoints public health officer who fought COVID-19 vaccine mandates
Health,Scientists are paying a huge personal price in the lonely fight against anti-vaxxers
Health,Psychiatric patients are restrained at sky-high rates at this L.A. hospital
Health,Psychiatric patients are restrained at sky-high rates at this L.A. hospital
Health,Pregnant and addicted: Homeless women see hope in street medicine
Health,Peeps to remove chemical included in California's new ban on 'toxic' food additives
Health,Ozempic rehashed the fierceness of diet culture and body shaming in Latinx culture
Health,"No understating this: Homelessness/mental illness = California's greatest humanitarian crisis. @GavinNewsom signed 3 bills this week that w/ CARE Act, represent a seismic reorientation of how mental illness is understood & treated in the state."
Health,Long Beach hotel fined $4.8 million for failing to rehire workers laid off during COVID-19 shutdown
Health,Lakers legend Magic Johnson on campaign trail for health education and RSV awareness
Health,"L.A. General psychiatric inpatients were restrained at a rate 10 times higher than at Zuckerberg San Francisco General Hospital, according to The Times’ analysis of data from 2018 to 2021, the most recent year available"
Health,"Kaiser agrees to $200 million in fines, fixes after failing to provide timely mental health care"
Health,"Jeezy didn't know he was depressed for eight  years. 'You wake up, you want to go back to sleep forever'"
Health,Investigation: psychiatric patients are restrained at this L.A. hospital--which serves many people of color--at rates 50 times above the nationwide average. 
Health,Family says Mary Lou Retton is making progress in the battle with pneumonia
Health,COVID-19 vaccines easier to get in L.A. County; shots are free at all public health centers
Health,"CDC Director Mandy Cohen gets COVID-19 shot in L.A., touts the importance of the updated vaccine"
Health,California is reinventing how it deals with mental illness. Now the locals have to make it work
Health,California bans controversial 'excited delirium' diagnosis.
Health,Big signing ceremony today as Gov. Newsom completes his 2023 mental health trifecta: Three bills - that w/ CARE Act - are seismic reorientation of funding & treatment of mental illness. How do they all fit together?
Health,Autism silenced this L.A. teenager. It couldn't stop him from creating a 70-minute symphony
Health,"Although hospitals such as L.A. General are required to report how often they use restraints on psychiatric patients, high rates do not automatically trigger action from federal or California hospital oversight agencies, The Times found.Although hospitals such as L.A. General are required to report how often they use restraints on psychiatric patients, high rates do not automatically trigger action from federal or California hospital oversight agencies, The Times found."
Health,"After a fatal overdose at L.A. juvenile hall, a mother grieves as drugs remain a threat ."
Health,"""One speaker warned that a global plan was in place to merge humans with machines and control them using artificial intelligence. Another urged people not to take any vaccines or medications except for the supplements she was selling at her booth."""
History,Pumpkins are known for a ghoulish grin and delicious taste. Their origins are rooted in Mexican history
History,"Few people know about the Sacramento River Massacre, one of the worst atrocities against indigenous people as the U.S. expanded westward. Now the 177-year-old atrocity is at the center of a debate over whether to build a tribal casino"
History,"A 19th century massacre, mostly forgotten, clouds plans for a shimmering tribal casino"
Human Interest,"Shirley Jo Finney, actress and theater director who championed Black works, dies at 74"
Human Interest,"On Wednesday, Rudolph died at 84."
Human Interest,"Mark Goddard, star of 1960s sci-fi series 'Lost in Space,' dies at 87"
Human Interest,"Louise Glück, former U.S. poet laureate and Nobel winner who wrote with ‘austere beauty,’ dies at 80"
Human Interest,I’m not a shrinking violet. I was very vocal in raising my own hand and being my own champion. —@thelauracoates
Human Interest,"Almost 70, unemployed, worried about his health and living in his car"
Human Interest,"“When you just see each other as people and you listen to each other, you start hearing each other’s hearts. And that’s how you find your way."
Human Interest,"""There are no words to express my feelings and the love I have for my brother,” said Ronald Isley in a statement on the death of Rudolph Isley."
Human Interest,"“Our family will miss him. But I know he’s in a a better place,”"
Human Interest," Tomorrow will mark 25 years since Matthew Shepard died after being brutally beaten for being gay. A recently released doc reminds us of how important his story is, and why it’s important to preserve LGBTQ"
Human Interest,"A Decade Later: The Legacy of an Activist Lives On, Highlighting the Struggles for Disability Rights."
Human Interest,"""She taught us resilience,"" says community after local hero's passing at 102."
Human Interest,Celebrating 50 years of the community garden that fed a neighborhood and grew a family.
Human Interest,"At 90, he finally gets his high school diploma, proving it's never too late for dreams."
Human Interest,"A community rallies to save their century-old library, a testament to the town's history."
Human Interest,A local firefighter's battle with PTSD brings light to the silent struggle of our heroes.
Human Interest,"""I found hope again"": A single mother's journey from homelessness to owning a home."
Human Interest,"The violinist on the subway: a story of music, survival, and hope."
Human Interest,"Twenty years after the war, a soldier reunites with the interpreter who saved his life."
Human Interest,"At 75, she's the oldest to graduate college in her class, inspiring all with her dedication."
Human Interest,"""He was more than a coach"": Remembering the man who shaped a thousand lives."
Human Interest,"A muralist transforms city walls into messages of peace, one neighborhood at a time."
Human Interest,Remembering the local baker who sweetened lives for over six decades.
Human Interest,"A town's beloved stray dog gets a home after 7 years, uniting the community."
Human Interest,"The last of her tribe, she carries the language and stories of her people."
Human Interest,From rivals to romance: The couple that proves love knows no boundaries.
Human Interest,A veteran's walk across the country to raise awareness for mental health.
Human Interest,The centenarian marathon runner breaking records and stereotypes.
Human Interest,"""She gave us a voice"": The social worker who empowered thousands of inner-city youth."
Human Interest,"After 40 years, a wrongful conviction overturned and a life reborn."
Human Interest,The secret philanthropist: How an unknown benefactor paid off a town's debts.
Human Interest,The little library on the prairie: A woman's quest to bring books to rural areas.
Human Interest,A town remembers the storm that took so much but showed them the strength of community.
Human Interest,Celebrating the teacher who turned a school around with love and hope.
Human Interest,The unsung hero of the hospital: A janitor's compassion during the pandemic.
Human Interest,A retired nurse's new mission: Bringing healthcare to the homeless.
Human Interest,An immigrant's dream realized with the opening of a cultural center for the community.
Human Interest,"""He lived for others"": The local shopkeeper who extended credit and kindness."
Human Interest,"At 100, she still leads the dance at the community center, a whirl of joy and history."
Human Interest,The bridge builder: How one man's mission to connect two neighborhoods changed a city.
Legal Issues,"Sabrena Turner-Odom wanted to give back to her alma mater. Instead, she's in a contentious lawsuit, alleging a top administrator at the community college sexually harassed her."
Legal Issues,Pras blames AI for his guilty verdict in conspiracy trial. Does he have the right culprit?
Legal Issues,Powell was a key player in the alleged efforts to overturn the election results and keep Trump in office and her plea deal could have significant ramifications for the other defendants in the case.
Legal Issues,"Man pleads guilty to defrauding millions from deceased Malibu doctor using drugs, deception"
Legal Issues,L.A. County got a restraining order against a foul-mouthed gadfly. He denies making threats
Legal Issues,Her attorney called her demotion an attempt to “chill whistleblowing content.”
Legal Issues,"He uses racial slurs, anti-gay epithets and other forms of hate speech at public meetings. Now, a judge has barred this foul-mouthed man from showing up at the L.A. County Board of Supervisors for the next three years"
Legal Issues,"Danny Elfman is accused of sexual assault by a second woman, alleging abuse when she was a young composer"
Legal Issues,Attorney Sidney Powell pleads guilty in Georgia ahead of trial in Trump 2020 election interference case
Legal Issues,A federal judge has (again) ruled California's assault weapons ban is unconstitutional.
Lifestyle,Volunteers wanted: Must love Santa Barbara's great outdoors.
Lifestyle,Valet is the pinnacle of aspirational L.A. living
Lifestyle,They've never seen anything like this: Their DIY garden is inspiring the block
Lifestyle,These are the most iconic burgers in L.A.
Lifestyle,"Poltergeist serves the most manic, unchecked and wildly envisioned cooking in Los Angeles, and opinions are duly polarizing."
Lifestyle,"Peso Pluma in concert, a catrina costume exhibit and more things to do this weekend"
Lifestyle,Obsessed with chili crisp? Our version delivers that California Heat
Lifestyle,"Live lucha libre, secret passageways, and celebs: This is dinner at downtown's Level 8"
Lifestyle,Latinidad is inspiring these nail artists' intricate designs
Lifestyle,"Is it ever OK to date your friend's ex? In 'Love Is Blind,' it's a mess"
Lifestyle,"Introducing California Heat, an original dry chili crisp created with @burlapandbarrel and our tastebuds @latimesfood It can go on anything and is objectively amazing!"
Lifestyle,"In my latest column for De Los / LA Times, I take a deep dive into the James Bond movie scene that spawned a real Día de Muertos parade in Mexico City and into the absurdity of how culture moves and changes"
Lifestyle,"If you submit an ofrenda to our digital altar today, there’s a very good chance it will end up in print, as in the actual newspaper."
Lifestyle,"I'm in the garden, watering my garden. Everything is going to be just fine"
Lifestyle,How do you have the same couch for 40-plus years?
Lifestyle,How did the Airbnb ‘tenant from hell’ live rent-free for so long?
Lifestyle,"For the first time in my life, I don’t know what I'm going to do next,” Baron says as he closes out tonight’s discussion. “I have to figure that out, and I feel ok with that. ... I would like to take a break for a while.”"
Lifestyle,"Downtown’s Level 8 is a maze-like complex of restaurants, bars, and clubs where you can find teppanyaki and tacos through secret passages along with aerialist shows, luchador wrestling, and capoeira dancers."
Lifestyle,"Downtown's Level 8 is a maze-like complex of restaurants, bars, and clubs where you can find teppanyaki and tacos through secret passages along with aerialist shows, luchador wrestling, and capoeira dancers."
Lifestyle,"Downtown’s Level 8 is a maze-like complex of restaurants, bars and clubs where you can find teppanyaki and tacos through secret passages along with aerialist shows, luchador wrestling and capoeira dancers."
Lifestyle,byandreachang blows the lid off the penetrable pleasure products business.
Lifestyle,Are we the first Food section in history to invent its own chili blend?!?
Lifestyle,A critical breakdown of Costco's new food court items
Lifestyle,A critical breakdown of Costco's new food court items
Lifestyle,"A 2,749-pound gourd sets world record at Super Bowl of competitive pumpkin-growing"
Lifestyle,"“It’s every person’s job to recognize the resources that they have, and to be a channel through which good can pass,”"
Lifestyle,"""It’s a molding morning at sex toy manufacturer Doc Johnson, and adult performer Lumi Ray has arrived right on time to have anatomically precise impressions taken of her genitalia and mouth."""
Local News,"Under newly arrived chief executive Mark Thompson, CNN is aggressively moving to regain its footing, propelled by a revamped prime-time lineup that will spotlight two of the network’s most seasoned journalists: Abby Phillip and Laura Coates."
Local News,These L.A. flower vendors prep for weeks so we can have cempasúchils on our ofrendas
Local News,"Six years, a trial, and a firing. But no end to a professor's sexual harassment fight"
Local News,Redondo Beach teen honored at the White House for online safety efforts
Local News,Rams announce season-ticket prices will increase in 2024
Local News,"Outstanding! It’s one thing to hire exceptional diverse talent, it’s another to INVEST in them. Bravo on this great article!"
Local News,"Los Angeles police shoot knife-wielding man downtown, authorities say"
Local News,Laura Coates and Abby Phillip aren’t ‘mouthpieces.’ CNN hopes they can revive the brand.
Local News,"In first public comments since stalking allegations, top LAPD official denies wrongdoing"
Local News,I don’t like to see people yelling over each other on TV. I don’t think it’s effective. But I will not allow people to come on my show and tell blatant lies.
Local News,How to watch Martin Baron discuss 'Collision of Power' at the L.A. Times Book Club.
Local News,"Former Sheriff Alex Villanueva will not face contempt hearing for defying subpoenas, judge rules"
Local News,Fatal accident in Long Beach crosswalk results in multiple injuries
Local News,"Column: On social media, the 'fog of war' is a feature, not a bug"
Local News,"After two years mired in controversy, CNN is making moves to right the ship — and as @GeBraxton writes for @latimes, new primetime anchors Laura Coates and Abby Phillip, who debut tonight, are a key part of the plan:"
Local News,"""Tonight, @thelauracoates and I launch our shows at 10 and 11pm on @cnn. Thank you to the @latimes and Greg Braxton for taking a closer look at what we’re trying to do in prime time."
Local News,"“The last few days have underscored that where most newshounds have gathered to circulate, celebrate, bemoan breaking news for more than a decade — no longer allows even highly discerning users to discern fact from fiction,” writes our columnist."
Local News,"""Eric Hodgson celebrated his arrival in Zambia, the 100th country he’d visited, on Facebook. The country’s glistening Lake Kariba was a far cry from the outskirts of Paynes Creek, Calif., where he was serving time eight years ago."
Opinion/Editorial,"Years after presidency, Donald Trump is still living rent-free in Robert De Niro's head"
Opinion/Editorial,These California Republicans voted for Jim Jordan and against the good of the country. Remember their names
Opinion/Editorial,Review: 'The Mission' shows the dangers of blind faith and the enduring stain of colonialism
Opinion/Editorial,Review: 'The American Buffalo' is a spiritual step forward for Ken Burns
Opinion/Editorial,Opinion: We are a Palestinian and an Israeli in Los Angeles. We find comfort and hope in mourning together
Opinion/Editorial,"Letters to the Editor: Dodger fans, it could be worse. You could love the Angels"
Opinion/Editorial,Letters to the Editor: Democrats need to pick a Republican speaker they can work with
Opinion/Editorial,Laura Coates and Abby Phillip aren't 'mouthpieces.' CNN hopes they can revive the brand
Opinion/Editorial,"Guest columnist Jeanell English, former Oscars diversity chief, explains why she left the film academy earlier this year and why she’s not alone in the recent ‘exodus’ of Hollywood DEAI execs."
Opinion/Editorial,Editorial: The gag order on Trump isn't an overreach. There's a real threat of intimidation
Opinion/Editorial,Editorial: Should L.A. care about salt in New Orleans' tap water? Yes. Here's why
Opinion/Editorial,"Column: Californians are in a sour mood, which should be good news for Republicans."
Opinion/Editorial,Calmes: Could Jim Jordan do anything other than tear government apart?
Opinion/Editorial,"""You may think you chose to read this, but Stanford scientist Robert Sapolsky would disagree. He says virtually all human behavior is beyond our conscious control."
Opinion/Editorial,"“We have to fight that perspective that we should not tell the truth, even when it is uncomfortable.”"
Opinion/Editorial,"""These California Republicans voted for Jim Jordan and against the good of the country. Remember their names from Columnist"
Opinion/Editorial,"“It’s about eroding confidence in trustworthy sources, individual or institutional, and elevating nefarious users who must stoke fear, doubt, and confusion in order to thrive,” our Times"
Opinion/Editorial,"""In a guest column for The Times, former Oscars diversity chief Jeanell English explains why she left the film academy earlier this year — and why she’s not alone in the recent ‘exodus’ of Hollywood DEAI execs."
Politics,Thousands of pro-Palestinian protesters rally in downtown Los Angeles
Politics,The Sen. profile I've been waiting to read. Great teamwork putting this together
Politics,"The latest installment in @sarahdwire’s Breaking the Ballot series, feat."
Politics,Speed cameras: California's answer to rising traffic deaths
Politics,She suspected the repavement project was bypassing the environmental analysis normally required by a freeway expansion.
Politics,"She said she told him she was thinking of filing a whistleblower complaint with the state auditor. Weeks later she was terminated from her position, with no explanation."
Politics,"She raised concerns but she said she was brushed off by transportation officials. Finally, she complained to her supervisor."
Politics,"Sen. Laphonza Butler, caretaker of the late Dianne Feinstein's seat, won't run in 2024 election"
Politics,"Sen. Laphonza Butler, caretaker of the late Dianne Feinstein’s seat, forgoes running for a full term in 2024"
Politics,Noncitizen parents will again be able to vote in S.F. school board elections after group drops legal fight
Politics,"News Analysis: With actions on drug laws, mental health and labor, Newsom moves toward center in the second term"
Politics,Letters to the Editor: Is Steve Garvey the right senator for these difficult times? (via @latimesopinion )
Politics,"Laphonza Butler knows how to amass quiet power. Will she win in the public arena California's new senator has cultivated relations with powerful mentors, including Vice President Harris. Can she also win over"
Politics,"Laphonza Butler aces her first political test, passing on uphill Senate run"
Politics,Jim Jordan falls short in vote for House speaker
Politics,"Jim Jordan backs empowering Patrick McHenry, a McCarthy ally, as temporary speaker "
Politics,Jeanie Ward-Waller became concerned a freeway repaving project was surreptitiously widening 3½ miles of the freeway — at the same time state officials were pledging to end traffic-inducing freeway expansions to help meet ambitious climate goals.
Politics,IRS postpones tax deadline again for most Californians
Politics,"In a whirlwind first week, newly appointed Sen. Laphonza Butler acts like a candidate"
Politics,im Jordan loses second vote for House speaker 
Politics,How the carpenters' union broke the California logjam over new housing laws.
Politics,"How conservatives are waging a coordinated, anti-LGBTQ+ culture war in California schools."
Politics,"How conservatives are waging a coordinated, anti-LGBTQ+ culture war in California schools."
Politics,Examining the rise of Laphonza Butler labor organizer turned political strategist for Uber other companies turned AirBnB exec who cashed out in stock on her way out the door
Politics,Editorial: Steve Garvey wants to make the California GOP relevant again. Good luck with that
Politics,Editorial: California has so many new housing laws. Now let's put them to use
Politics,Editorial: 'Ukraine fatigue' is no excuse to slow military assistance
Politics,"During the first full week in office, her schedule has suggested a candidate in waiting, maneuvering for a future campaign not a caretaker gliding through the final year of Feinstein’s term"
Politics,"Despite diplomatic tension, Newsom seeks to promote Chinese cooperation on climate change"
Politics,Column: The Israel-Hamas war is horrific. And celebs posting on social media won't solve it
Politics,Column: How the Supreme Court could kill a wealth tax before it's been tried
Politics,Cher has lived in L.A. for decades. She thinks California’s government is a problem: “I don’t like what [Newsom] is doing. He’s not taking care of anything. That you can smash and grab in Beverly Hills is insane.” 
Politics,Calmes: House Republicans should stop following Netanyahu's chaotic example (via @latimesopinion )
Politics,"California’s new Senator has cultivated relations with powerful mentors, including Vice President Kamala Harris. Can she also win over voters if she runs for a full Senate term"
Politics,California Republicans in swing districts backed Trump ally Jordan for speaker
Politics,Breaking: Labor leader and prominent Democratic activist Laphonza Butler announced that she would not run for a full Senate term in 2024.
Politics,Bill to allow Amsterdam-style cannabis cafes in California goes up in smoke with Newsom
Politics,"Biden. Trump. Crime in L.A. Madonna. Newsom. The Times' Mikael Wood caught up with Cher, and she held exactly nothing back:"
Politics,"Biden urges more U.S. military funding for Ukraine, Israel in Oval Office address"
Politics,Biden agrees to settle ACLU lawsuit over Trump-era migrant family separations
Politics,"Adam Schiff outpaces Barbara Lee, Katie Porter in fundraising for California Senate race"
Politics,"A reluctant politician is elected president of Guatemala. Now, he needs to fight to make it to the office and then save democracy."
Politics,"A new law allows homeowners to sell ADUs like condos, boosting homeownership. Local governments need to opt in to the ADU-as-condominium approach for it to be an option in their cities."
Politics,A new federal policy allows you to finance for an ADU. What you need to know
Politics,A deep dive on California's new senator her rise through the ranks of organized labor and personal and political bonding with
Politics,9th Circuit stays ruling against California ban on high-capacity ammunition magazines
Politics,"“When they arrested Trump, the Lord said something very clear to me: ‘They also arrested who? Jesus. How did that turn out for them?’” said Bo Polny, a Newport Beach-based social media personality. “Touch not my anointed. It is written in the Bible.”"
Politics,"""A former Caltrans executive accused the agency of skirting laws, public scrutiny to add highway lanes even as California promises to end freeway expansions to meet climate goals."
Real Estate,Wealthy Coronado agrees to support more affordable housing after state pressure
Real Estate,Travis Kelce buys $6-million mansion in Kansas City for privacy. That's real estate (Taylor's Version)
Real Estate,"This Airbnb tenant was supposed to stay for three months. 540+ days later, she's still living in a luxury Brentwood rental and paying nothing, thanks, in part to these L.A. laws."
Real Estate,"Newsom signs tenant bills to lower security deposits, prevent more evictions."
Real Estate,"L.A.’s chaotic rental market is already wrought with confusion and disputes, but the Airbnb ""tenant from hell"" conflict is the perfect storm of ambiguity, with both sides citing laws that protect them from the other."
Real Estate,Interesting read from @hannahcwiley on how a pair of housing construction bills signed by Newsom signal a shift in power dynamics among unions in California.
Real Estate,How L.A.’s efforts to protect renters created the conditions for the “tenant from hell” to live in an Airbnb rent-free for nearly two years.
Real Estate,How exactly did the Airbnb 'tenant from hell' get away with living rent-free for 540 days?
Real Estate,Here are the latest numbers on home and rent prices in Southern California
Real Estate,Here are the L.A. laws that have helped the “tenant from hell” occupy an illegal Airbnb for the last year and a half.
Real Estate,"""These city laws created the conditions for the Airbnb ‘tenant from hell’ to live rent-free"
Real Estate,"After a long debate, Malibu opens doors to new development with affordable housing units."
Real Estate,"Tech billionaire acquires historic San Francisco landmark, promises community engagement."
Real Estate,Controversial zoning overhaul in Austin aims to address the city's housing shortage.
Real Estate,New York City announces a groundbreaking eco-friendly skyscraper project in Manhattan.
Real Estate,Miami's luxury real estate market soars as waterfront mansion sets new record sale.
Real Estate,Seattle's housing market cools off: What this means for first-time homebuyers.
Real Estate,Boston's Back Bay sees a resurgence of historic homes converted into modern condos.
Real Estate,Chicago's old industrial district becomes the new hotspot for loft-style living.
Real Estate,Philadelphia's housing plan to integrate more green spaces into urban living.
Real Estate,San Diego's initiative to revitalize downtown with mixed-use buildings gains momentum.
Real Estate,Atlanta's skyline to welcome the tallest residential building in the Southeast.
Real Estate,Denver's shift to sustainable living: A look into the future of green housing.
Real Estate,The impact of remote work: Suburban housing markets see unprecedented growth.
Real Estate,Detroit's affordable housing efforts get a boost with new federal grant.
Real Estate,Honolulu's challenge to balance tourism with affordable housing for locals.
Real Estate,Minneapolis to pioneer 'smart homes' in bid to modernize the urban living experience.
Real Estate,Orlando's theme park expansion sparks a real estate boom in surrounding areas.
Real Estate,St. Louis's historic mansion district now a target for modern family living.
Real Estate,Baltimore's waterfront development promises new jobs and housing opportunities.
Real Estate,Salt Lake City's housing strategy to combat homelessness and ensure housing for all.
Real Estate,The rise of co-living spaces in Los Angeles and what it means for young professionals.
Real Estate,The transformation of Las Vegas's real estate with an influx of tech companies.
Real Estate,Portland's new zoning policy to encourage diversity in neighborhood design.
Real Estate,The growth of tiny home communities in rural America as an affordable housing solution.
Real Estate,Nashville's new downtown condos aim to attract musicians with soundproof walls.
Real Estate,The ripple effect of Silicon Valley's real estate on surrounding Bay Area towns.
Real Estate,Washington D.C.'s plan to renovate historical buildings into affordable apartments.
Real Estate,The renaissance of New Orleans's French Quarter with innovative housing projects.
Real Estate,"Houston's flood zones to be redeveloped with elevated, flood-resistant homes."
Real Estate,Tucson's real estate market becomes a haven for retirees seeking sun and affordability.
Science,"The project is the result of a partnership of three tribes Chumash, Tataviam, and Kizh-Gabrieleño as well as geographers, historians, biologists, and computer scientists from USC, UCLA and Cal State‘s Northridge, Los Angeles, and Long Beach campuses."
Science,The landscape is the focus of more than 100 ongoing scientific studies and ecological recovery projects led by an alliance of researchers from universities.
Science,"The effort seeks to illustrate major settlements and the roads that connected them a 2,500-mile network of paths that stretched across the Los Angeles Basin and beyond"
Science,"Stanford scientist, after decades of study, concludes: We don't have free will"
Science,Space shuttle Endeavour's rockets roll into L.A. as Science Center hails arrival
Science,Photos: Watching for an annular solar eclipse visible in parts of the U.S
Science,"Hydrogen can be produced from a variety of sources including natural gas, nuclear power, biomass and renewable sources such as wind and solar. When it is burned in a fuel cell, the byproduct is water or water vapor, not carbon dioxide."
Science,He says virtually all human behavior is beyond our conscious control.
Science,"About 1 million California residents live in areas served by water systems that are failing to supply clean drinking water. More than 300 of the state’s water systems have levels of contamination higher than what the state allows. California is already dealing with the consequences of climate change, and our state’s future will be defined by how we adapt. To better cover this story, we are launching Climate California. You can expect aggressive and impactful reporting on climate change, the natural world, health, and science — and even more of the coverage that has earned the Los Angeles Times four Pulitzer Prizes in environmental journalism in the last two decades."
Science,A new study found evidence that income inequality and historic redlining affect the types of birds people experience across Los Angeles County.
Science,"""You may think you chose to read this, but Stanford scientist Robert Sapolsky would disagree. He says virtually all human behavior is beyond our conscious control."
Science,International collaboration unveils the largest map of dark matter in the universe.
Science,"Scientists at MIT develop a new form of light, promising advances in quantum computing."
Science,Revolutionary CRISPR gene editing cures genetic disease in a human patient for the first time.
Science,A hidden ocean world on Saturn's moon Titan revealed by NASA's latest mission.
Science,Oxford researchers discover a potential universal vaccine for all influenza strains.
Science,The Hubble Telescope captures stunning images of a galaxy collision 250 million light-years away.
Science,"A new species of dinosaur, unearthed in Argentina, challenges theories of evolution."
Science,Harvard astrophysicists propose a new model for black hole formation and growth.
Science,The World Health Organization declares a breakthrough in the fight against malaria.
Science,Deep-sea exploration uncovers mysterious ecosystems thousands of feet below the ocean.
Science,Berkeley scientists successfully teleport information using quantum entanglement.
Science,The James Webb Space Telescope provides insights into the early universe's first galaxies.
Science,Researchers at Caltech create a sustainable biofuel using artificial photosynthesis.
Science,The discovery of a non-invasive technique for brain tumor removal wins a Nobel Prize.
Science,AI-driven research at Carnegie Mellon leads to a new understanding of neural networks.
Science,"The Curiosity Rover discovers organic molecules on Mars, hinting at past life."
Science,Yale's study on longevity reveals genetic keys to living beyond 100 years.
Science,"Antarctic ice cores reveal Earth's climate history over the past 800,000 years."
Science,Pioneering work in fusion energy at Lawrence Livermore Laboratory achieves a milestone.
Science,"The Giant Magellan Telescope, set to be the world's largest, nears completion in Chile."
Science,Johns Hopkins University develops a new biodegradable plastic from plant proteins.
Science,The first successful demonstration of a quantum computer outperforming classical computers.
Science,New archaeological techniques uncover lost cities in the Amazon rainforest.
Science,"Scientists discover how to convert CO2 back into coal, offering a potential climate solution."
Science,The effects of microgravity on the human body further understood through ISS research.
Science,A breakthrough in Alzheimer's research identifies a possible cure through gene therapy.
Science,The first image of a planet forming around a young star captured by European Southern Observatory.
Science,CERN's Large Hadron Collider discovers signs of a new fundamental particle.
Science,"The Arctic Seed Vault opens for the first time due to climate change, safeguarding crop diversity."
Science,"An artificial womb successfully grows a lamb, paving the way for future neonatal care."
Social Issues,"When dealing with the emotional and historical complexities of this ethno-religious crisis, however, many do not."
Social Issues,"What started as an anti-vax protest in 2021 has become a haven for Christian nationalists, right-wing conspiracy theorists and QAnon adherents, and in the last year the tour has become increasingly focused on reelecting Trump."
Social Issues,"WHAT HAPPENS IN VEGAS: At far-right roadshow, Trump is God's 'anointed one,' QAnon is king, and 'everything you believe is right'"
Social Issues,"We have to be clear this is a backlash not about parental rights, but against LGBTQ people and trying to make us go back to the 1950s and make us disappear or be invisible,”"
Social Issues,"Trump, Christian nationalism, QAnon mix on ReAwaken America Tour - Los Angeles Times"
Social Issues,"Trump, Christian nationalism, QAnon mix on ReAwaken America Tour - Los Angeles Times"
Social Issues,"Traveling activists, some who have no children, are going to Southern California school board meetings to spread their anti-LGBTQ message."
Social Issues,Stereotype or appropriate diagnosis? Reluctantly discussing machismo
Social Issues,Right-wing activists have tapped into a vein of concern among parents — even some liberal ones — but also exacerbated concerns using a decades-old anti-queer playbook and an amalgam of misinformation about what’s actually happening in California schools:
Social Issues,"lack Lives Matter — high-profile people have deep knowledge, insight and experience, and their words are key to moving the discourse to a national level, a Times columnist writes."
Social Issues,"How conservatives are waging a coordinated, anti-LGBTQ culture war in California schools"
Social Issues,"Grief, anger, fear on college campuses as Israel-Hamas war divide comes home"
Social Issues,Good explanation of how our most vulnerable kids are being sacrificed for others’ political gain.
Social Issues,Former and current Black LAPD cops claim they were profiled by Beverly Hills police; A lawsuit seeks $500 million
Social Issues,"For Matt Vestuto, chair of the Barbareno Ventureno Band of Mission Indians, the mapping project offers hope for a long overdue reappraisal of Native American history, one that “doesn’t start out depicting our people as California mission slaves.”"
Social Issues,"Fallout of Skid Row Housing Trust collapse big and small: broken promises, homelessness."
Social Issues,"Drawing a direct line between today’s “Leave Our Kids Alone” campaign and Anita Bryant’s anti-gay “Save Our Children” campaign of the 1970s, queer advocates say the modern right’s efforts continue the bigotry directed toward queer people for generation"
Social Issues,Conservatives bring anti-queer fight to California schools Los Angeles Times
Social Issues,"At far-right roadshow, Trump is God's 'anointed one,' QAnon is king, and 'everything you believe is right'"
Social Issues,"At a far-right roadshow, Trump is God's 'anointed one,' QAnon is king, and 'everything you believe is right'"
Social Issues,"A far-right roadshow, Trump is God’s ‘anointed one,’ QAnon is king, and ‘everything you believe is right’. ⁦@sarahdwire⁩ goes deep on Christian nationalism’s growing ties to MAGA. ""At far-right revival, Trump is God’s ‘anointed one,’ QAnon is king, and ‘everything you believe is right’"
Social Issues,“Why do we not have more programs focused on rehabilitation instead of discipline? ... We’ve gotten so far away from compassion.
Social Issues,"“Conservatives wage a well-coordinated, anti- LGBTQ culture war in school districts across California"
Social Issues,"""Billie Eilish stayed up late watching all those “What Was I Made For?” TikToks when the song started going viral. “It made me glow that I’m being a voice for women in a way,” she said. “But I also thought about how it’s just devastating to be a woman.”"
Social Issues,"""“Trump didn’t just jump the shark, he jumped the mosasaur,” @Georgetown 's Clyde Wilcox said. “Trump really, really increased the visibility, the outreach [of the far right]. It’s become a personality cult for many of these people.”"
Social Issues,"""“I don’t appreciate the way they treat guys like me, especially after we’ve been proven to be rehabilitated and become taxpaying citizens.”"
Sports,Why sports are returning to free over-the-air TV
Sports,"Who's left in the backfield for the Rams Injuries sideline Kyren Williams, Ronnie Rivers"
Sports,Who needs James Harden? Bones Hyland ready to rise for Clippers
Sports,Who could replace Phil Nevin as Angels manager Here are six potential candidates
Sports,What Rams game could Sean McVay miss if wife delivers baby on a Sunday in October?
Sports,USC's offensive line still 'a work in progress' as Trojans' schedule stiffens
Sports,USC football hears the critics. Lincoln Riley offers an emphatic response
Sports,Treat people nice': Chip Kelly says NIL cash shouldn't open college players to criticism
Sports,"Terrell Owens hit by car after argument on Calabasas basketball court, authorities say"
Sports,St. John Bosco delivers a powerful message in a stunning shutout of Mater
Sports,Rams' Derion Kendrick doesn't practice but will he play Sunday? Sean McVay to decide
Sports,Rams' Derion Kendrick arrested on suspicion of illegal gun possession
Sports,Rams' 26-9 home win over the Arizona Cardinals by the numbers
Sports,"Rams vs. Steelers matchups: How to watch, start time and prediction"
Sports,"Rams vs. Cardinals matchups: How to watch, start time, and prediction"
Sports,Rams starting corner Derion Kendrick charged on two firearm counts
Sports,Plaschke: Splat! Humiliated Dodgers swept into next season.
Sports,Palos Verdes edges Culver City to claim Bay League title
Sports,Palisades holds off Venice rally to clinch Western League title
